cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_13d_intersection
10622656088959,Active,No,Traditional,Elementary,Public,Great Western Elementary,Kings Canyon Joint Unified,Fresno,5051 South Frankwood Avenue,Reedley,CA,No,1,P-5,K-5,2354.6861057299075
40687590110486,Active,No,Traditional,Elementary,Public,Lange (Dorothea) Elementary,Lucia Mar Unified,San Luis Obispo,1661 Via Alta Mesa,Nipomo,CA,No,1,K-6,K-6,2333.297893774524
39685856098057,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Victor Elementary,Lodi Unified,San Joaquin,17670 North Bruella Road,Victor,CA,No,1,K-6,K-8,2297.968195369086
50712666113823,Active,No,Traditional,Elementary,Public,Dena Boer,Salida Union Elementary,Stanislaus,4801 Gold Valley Road,Salida,CA,No,1,K-5,K-5,2280.280668107312
54722560139212,Active,No,Community Day School,Intermediate/Middle/Junior High - High Combination,Public,Creekside Community Day,Visalia Unified,Tulare,31411 Road 160,Visalia,CA,No,1,7-12,7-12,2180.8678029326597
56725126055164,Active,No,Traditional,Elementary,Public,Laguna Vista Elementary,Ocean View,Ventura,5084 Etting Road,Oxnard,CA,No,1,K-5,K-5,2171.6590113911925
44697996117253,Active,No,Traditional,Elementary,Public,Ann Soldo Elementary,Pajaro Valley Unified,Santa Cruz,1140 Menasco Drive,Watsonville,CA,No,1,K-5,K-5,2170.084704408066
37684520118430,Active,No,Alternative School of Choice,High School,Public,Mission Vista High,Vista Unified,San Diego,1306 Melrose Drive,Oceanside,CA,No,1,9-12,9-12,2139.652400883247
24657486025514,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Livingston Middle,Livingston Union,Merced,101 F Street,Livingston,CA,No,1,6-8,6-8,2134.8892345770914
56725616055511,Active,No,Traditional,Elementary,Public,Rio Plaza Elementary,Rio Elementary,Ventura,600 Simon Way,Oxnard,CA,No,1,K-5,K-5,2131.4999017896093
20651936023931,Active,No,Traditional,Elementary,Public,Fairmead Elementary,Chowchilla Elementary,Madera,19421 Avenue 22 3/4,Chowchilla,CA,No,1,5-6,5-6,2088.989594710076
24657892430601,Active,No,Traditional,High School,Public,Atwater High,Merced Union High,Merced,2201 Fruitland Avenue,Atwater,CA,No,1,9-12,9-12,2077.1864958498586
54721816054407,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sunnyside Elementary,Sunnyside Union Elementary,Tulare,21644 Avenue 196,Strathmore,CA,No,1,P-8,K-8,2022.0396607801747
24656496025399,Active,No,Traditional,Elementary,Public,Cressey Elementary,Ballico-Cressey Elementary,Merced,9921 Crocker Street,Cressey,CA,No,1,K,K,2008.9267406548456
39754996110530,Active,No,Traditional,Elementary,Public,Louis A. Bohn Elementary,Tracy Joint Unified,San Joaquin,350 East Mount Diablo,Tracy,CA,No,1,K-5,K-5,1984.5110862440513
50711676107023,Active,No,Traditional,Elementary,Public,Alberta Martone Elementary,Modesto City Elementary,Stanislaus,1413 Poust Road,Modesto,CA,No,1,K-6,K-6,1955.5570519895782
27659610127456,Active,No,Traditional,Elementary,Public,Monte Bella Elementary,Alisal Union,Monterey,1300 Tuscany Boulevard,Salinas,CA,No,1,K-6,K-6,1952.479389234519
10623646007058,Active,No,Traditional,Elementary,Public,Cesar E Chavez Elementary,Parlier Unified,Fresno,500 Tuolumne Street,Parlier,CA,No,1,K-6,K-6,1944.6916626803827
44697996049829,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Alianza Charter,Pajaro Valley Unified,Santa Cruz,115 Casserly Road,Watsonville,CA,Yes,2,K-8,K-8,1903.502328314065
44697996119077,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Watsonville Charter School of the Arts,Pajaro Valley Unified,Santa Cruz,"115 Casserly Road, West Campus",Watsonville,CA,Yes,2,K-8,K-8,1903.502328314065
50712740121558,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Shiloh Charter,Shiloh Elementary,Stanislaus,6633 Paradise Road,Modesto,CA,Yes,2,K-8,K-8,1884.1737656460677
50712746053045,Active,No,Traditional,Elementary,Public,Shiloh Elementary,Shiloh Elementary,Stanislaus,6633 Paradise Road,Modesto,CA,Yes,2,K-8,K-2,1884.1737656460677
24736196025720,Active,No,Traditional,Elementary,Public,Gustine Elementary,Gustine Unified,Merced,2806 West Grove Avenue,Gustine,CA,No,1,K-5,K-5,1869.0264878738942
54722566054639,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Ivanhoe Elementary,Visalia Unified,Tulare,16030 Avenue 332,Ivanhoe,CA,No,1,P-8,K-8,1827.8771426328958
15637196009963,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pond Elementary,Pond Union Elementary,Kern,29585 Pond Road,Wasco,CA,No,1,K-8,K-8,1807.1962553288286
24657892433605,Active,No,Traditional,High School,Public,Livingston High,Merced Union High,Merced,1617 Main Street,Livingston,CA,No,1,9-12,9-12,1782.6368355617483
10621170133314,Active,No,Traditional,Elementary,Public,Virginia R. Boris Elementary,Clovis Unified,Fresno,7071 East Clinton Avenue,Fresno ,CA,No,1,K-6,K-6,1776.4266075821238
50755490116848,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Valley Community Day,Hughson Unified,Stanislaus,7419 East Whitmore,Hughson,CA,Yes,2,8-12,9-10,1758.6178069403059
50755495032651,Active,No,Traditional,High School,Public,Hughson High,Hughson Unified,Stanislaus,7419 East Whitmore Avenue,Hughson,CA,Yes,2,9-12,9-12,1758.6178069403059
42691206046049,Active,No,Traditional,Elementary,Public,Oakley (Calvin C.) Elementary,Santa Maria-Bonita,Santa Barbara,1120 West Harding Street,Santa Maria,CA,No,1,K-6,K-6,1659.939173178695
54718606118111,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Monte Middle,Cutler-Orosi Joint Unified,Tulare,42111 Road 128,Orosi,CA,No,1,6-8,6-8,1650.0110460564126
10621096005839,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Clay Elementary,Clay Joint Elementary,Fresno,12449 South Smith Avenue,Kingsburg,CA,No,1,K-8,K-8,1627.6160983526663
39685850125369,Active,No,Special Education School,Elementary - Intermediate/Middle/Junior High Combination,Public,Turner Academy at Tokay Colony,Lodi Unified,San Joaquin,13520 East Live Oak Road,Lodi,CA,No,1,K-8,K-8,1575.2362987466115
56725126055180,Active,No,Traditional,Elementary,Public,Tierra Vista Elementary,Ocean View,Ventura,2001 Sanford Street,Oxnard,CA,No,1,K-5,K-5,1490.1458191351412
39686760108159,Active,No,Traditional,High School,Public,Cesar Chavez High,Stockton Unified,San Joaquin,2929 Windflower Lane,Stockton,CA,No,1,9-12,9-12,1489.496939200243
50105045030085,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus Military Academy at Teel,Stanislaus County Office of Education,Stanislaus,5255 1st Street,Empire,CA,Yes,3,9-12,8-12,1475.819716720479
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,1475.819716720479
50711750120212,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,819 Sunset Avenue,Modesto,CA,Yes,3,6-12,6-12,1475.819716720479
33736760100248,Active,No,Traditional,Elementary,Public,Las Palmitas Elementary,Coachella Valley Unified,Riverside,86150 Avenue 66,Thermal,CA,Yes,3,K-6,K-6,1469.3487666123324
33736760100255,Active,No,Traditional,High School,Public,Desert Mirage High,Coachella Valley Unified,Riverside,86150 Avenue 66,Thermal,CA,Yes,3,9-12,9-12,1469.3487666123324
33736760100263,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Toro Canyon Middle,Coachella Valley Unified,Riverside,86150 Avenue 66,Thermal,CA,Yes,3,7-8,7-8,1469.3487666123324
56724705630363,Active,Yes,Traditional,Elementary - High Combination,Public,Golden Valley Charter,Mesa Union Elementary,Ventura,"3585 Maple Street, Suite 101",Ventura,CA,No,1,K-12,K-12,1460.94560114497
04614996003198,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Manzanita Elementary,Manzanita Elementary,Butte,627 East Evans-Reimer Road,Gridley,CA,No,1,K-8,K-8,1455.3289032799535
39685026070957,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Portal Middle,Escalon Unified,San Joaquin,805 First Street,Escalon,CA,No,1,6-8,6-8,1450.665003767904
50711006052559,Active,Yes,Traditional,Elementary,Public,Hickman Elementary,Hickman Community Charter,Stanislaus,"13306 Fourth Street, Area A",Hickman,CA,Yes,3,K-5,K-5,1446.1884809317173
50711006112627,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hickman Charter,Hickman Community Charter,Stanislaus,13306 Fourth Street,Hickman,CA,Yes,3,K-8,K-8,1446.1884809317173
50711006116388,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Hickman Middle,Hickman Community Charter,Stanislaus,13306 Fourth Street,Hickman,CA,Yes,3,6-8,6-8,1446.1884809317173
10739656005789,Active,No,Traditional,Elementary,Public,Biola-Pershing Elementary,Central Unified,Fresno,4885 North Biola Avenue,Fresno,CA,No,1,K-6,K-6,1444.920111889707
24753660105817,Active,No,Traditional,Elementary,Public,Harmony Elementary,Delhi Unified,Merced,16464 West August Avenue,Delhi,CA,No,1,K-6,K-6,1426.2157811944137
24656316025316,Active,No,Traditional,Elementary,Public,Aileen Colburn Elementary,Atwater Elementary,Merced,2201 Heller Street,Atwater,CA,No,1,K-6,K-6,1419.6099152291085
10623640126870,Active,No,Continuation School,High School,Public,San Joaquin Valley High,Parlier Unified,Fresno,900 Newmark Avenue,Parlier,CA,Yes,3,9-12,9-12,1406.6608300507814
10623641034990,Active,No,Traditional,High School,Public,Parlier High,Parlier Unified,Fresno,603 Third Street,Parlier,CA,Yes,3,9-12,9-12,1406.6608300507814
10623646007033,Active,No,Traditional,Elementary,Public,Mathew J Brletic Elementary,Parlier Unified,Fresno,601 Third Street,Parlier,CA,Yes,3,K-6,K-6,1406.6608300507814
24657556025530,Active,No,Traditional,Elementary,Public,Charleston Elementary,Los Banos Unified,Merced,18463 West Charleston Road,Los Banos,CA,No,1,K-6,K-6,1392.4825084548268
50755560118810,Active,No,Traditional,Elementary,Public,Mesa Verde Elementary,Riverbank Unified,Stanislaus,4850 Mesa Drive,Oakdale,CA,No,1,K-5,K-5,1356.1266114946714
51713996053268,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Encinal Elementary,Live Oak Unified,Sutter,6484 Larkin Road,Live Oak,CA,No,1,K-8,K-8,1353.0420464410674
10624140113043,Active,No,Traditional,Elementary,Public,Ronald W. Reagan Elementary,Sanger Unified,Fresno,1586 South Indianola,Sanger,CA,No,1,K-6,K-6,1349.9232587177305
10621580108977,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Fowler Academy Community Day (9-12),Fowler Unified,Fresno,975 East Adams Avenue,Fowler,CA,Yes,3,9-12,9-10,1294.968806008132
10621580126250,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Fowler Academy Community Day,Fowler Unified,Fresno,975 East Adams Avenue,Fowler,CA,Yes,3,K-8,8,1294.968806008132
10621586006050,Active,No,Traditional,Elementary,Public,Marshall Elementary,Fowler Unified,Fresno,142 North Armstrong Avenue,Fowler,CA,Yes,3,K-2,K-2,1294.968806008132
39685776041966,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Glenwood Elementary,Linden Unified,San Joaquin,2005 North Alpine Road,Stockton,CA,No,1,K-8,K-8,1293.3404385494885
15634120100529,Active,No,Traditional,High School,Public,Cesar E. Chavez High,Delano Joint Union High,Kern,800 Browning Road,Delano,CA,No,1,9-12,9-12,1277.618024882046
10624146007116,Active,No,Traditional,Elementary,Public,Del Rey Elementary,Sanger Unified,Fresno,10620 Morro Street,Del Rey,CA,No,1,P-6,K-6,1270.084095349106
04755070433953,Active,No,Traditional,High School,Public,Gridley High,Gridley Unified,Butte,300 East Spruce Street,Gridley,CA,No,1,9-12,9-12,1267.3650493789573
50711346119002,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Barbara Spratling Middle,Keyes Union,Stanislaus,5277 Washington Road,Hughson,CA,No,1,6-8,6-8,1223.682130088731
27660276026108,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Graves Elementary,Graves Elementary,Monterey,15 McFadden Road,Salinas,CA,No,1,K-8,K-8,1203.5723912021397
10755981030535,Active,No,Traditional,Elementary - High Combination,Public,Caruthers High,Caruthers Unified,Fresno,2580 West Tahoe Avenue,Caruthers,CA,Yes,2,9-12,1-12,1178.1814838790192
10755981030543,Active,No,Continuation School,High School,Public,MARC High,Caruthers Unified,Fresno,2580 West Tahoe Avenue,Caruthers,CA,Yes,2,9-12,9-12,1178.1814838790192
10739991033430,Active,No,Traditional,High School,Public,Kerman High,Kerman Unified,Fresno,205 South First Street,Kerman,CA,No,1,9-12,9-12,1176.4802670715908
15633626009260,Active,No,Traditional,Elementary,Public,Buena Vista Elementary,Panama-Buena Vista Union,Kern,6547 Buena Vista Road,Bakersfield,CA,No,1,K-6,K-6,1154.3359862418017
56724476054969,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Briggs Elementary,Briggs Elementary,Ventura,14438 West Telegraph Road,Santa Paula,CA,No,1,5-8,5-8,1144.2671690431596
54721086054332,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Saucelito Elementary,Saucelito Elementary,Tulare,17615 Avenue 104,Terra Bella,CA,No,1,K-8,K-8,1142.7369027494008
27661910107391,Active,No,Traditional,Elementary,Public,New Republic Elementary,Santa Rita Union Elementary,Monterey,636 Arcadia Way,Salinas,CA,No,1,K-5,K-5,1140.3296593058203
54753256100275,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Farmersville Junior High,Farmersville Unified,Tulare,650 North Virginia Street,Farmersville,CA,No,1,7-8,7-8,1138.61177424186
40688096043244,Active,No,Traditional,Elementary,Public,Los Ranchos Elementary,San Luis Coastal Unified,San Luis Obispo,5785 Los Ranchos Road,San Luis Obispo,CA,No,1,K-6,K-6,1130.8619205952239
44697996049639,Active,No,Traditional,Elementary,Public,Amesti Elementary,Pajaro Valley Unified,Santa Cruz,25 Amesti Road,Watsonville,CA,No,1,K-5,K-5,1128.7053982680475
15635526009666,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lakeside,Lakeside Union,Kern,14535 Old River Road,Bakersfield,CA,No,1,K-8,K-8,1077.2571823119142
10755986005813,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Caruthers Elementary,Caruthers Unified,Fresno,13699 South Quince Quince Avenue and Tiller Avenue,Caruthers,CA,No,1,K-8,K-8,1066.0831833611214
50757390108175,Active,No,Traditional,Elementary,Public,Sandra Tovar Medeiros Elementary,Turlock Unified,Stanislaus,651 West Springer Drive,Turlock,CA,No,1,K-6,K-6,1065.1134049183686
27661590136697,Active,No,Traditional,High School,Public,Rancho San Juan High,Salinas Union High,Monterey,1100 Rogge Road,Salinas,CA,No,1,9-12,9-12,1032.0013316195982
56725610112631,Active,No,Traditional,Elementary,Public,Rio Del Mar,Rio Elementary,Ventura,3150 Thames River,Oxnard,CA,No,1,K-5,K-5,1028.4921910107896
10623646007041,Active,No,Traditional,Elementary,Public,John C Martinez Elementary,Parlier Unified,Fresno,13174 East Parlier Avenue,Parlier,CA,No,1,K-6,K-6,1017.1655499327954
27659616117691,Active,No,Traditional,Elementary,Public,Oscar F. Loya Elementary,Alisal Union,Monterey,1505 Cougar Drive,Salinas,CA,No,1,K-6,K-6,1015.609994277942
39685856042170,Active,No,Traditional,Elementary,Public,Live Oak Elementary,Lodi Unified,San Joaquin,5099 East Bear Creek Road,Lodi,CA,No,1,K-6,K-6,1007.6125222019032
39686500108035,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Park View Elementary,Ripon Unified,San Joaquin,751 Cindy Drive,Ripon,CA,No,1,K-8,K-8,1000.8393182158045
24657486109649,Active,No,Traditional,Elementary,Public,Yamato Colony Elementary,Livingston Union,Merced,800 North Main Street,Livingston,CA,No,1,K-5,K-5,988.8343973445117
35752596049654,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Aromas,Aromas - San Juan Unified,Monterey,365 Vega Street,Aromas,CA,No,1,K-8,K-8,972.9528947196284
27659616119663,Active,Yes,Traditional,Elementary,Public,Oasis Charter Public,Alisal Union,Monterey,1135 Westridge Parkway,Salinas,CA,No,1,K-6,K-6,959.0956901800241
10623640107409,Active,No,Traditional,Elementary,Public,S Ben Benavidez Elementary,Parlier Unified,Fresno,13900 Tuolumne Street,Parlier,CA,No,1,K-6,K-6,940.204601778667
27661916026652,Active,No,Traditional,Elementary,Public,La Joya Elementary,Santa Rita Union Elementary,Monterey,55 Rogge Road,Salinas,CA,No,1,K-5,K-5,938.4495803857658
15633136110464,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Bear Mountain Elementary,Arvin Union,Kern,1501 Hood Street,Arvin,CA,No,1,P-6,K-8,925.1258495030123
56724706055123,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Mesa Elementary,Mesa Union Elementary,Ventura,3901 North Mesa School Road,Somis,CA,No,1,K-8,K-8,907.4320884780227
39685776041990,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Waterloo Elementary,Linden Unified,San Joaquin,7007 North Pezzi Road,Stockton,CA,No,1,5-8,5-8,899.0062103432487
54767945430285,Active,No,Community Day School,Intermediate/Middle/Junior High - High Combination,Public,Woodlake Community Day,Woodlake Unified,Tulare,36220 Millwood Drive,Woodlake,CA,No,1,7-12,7-12,887.1729394851177
27661916120224,Active,No,Traditional,Elementary,Public,McKinnon,Santa Rita Union Elementary,Monterey,2100 McKinnon,Salinas,CA,No,1,K-5,K-5,849.0787216023393
39685776041974,Active,No,Traditional,Elementary,Public,Linden Elementary,Linden Unified,San Joaquin,18100 West Front Street,Linden,CA,No,1,K-4,K-4,822.7414711982748
10622571033729,Active,No,Continuation School,High School,Public,Oasis Continuation High,Kingsburg Joint Union High,Fresno,2311 Sierra Street,Kingsburg,CA,No,1,9-12,10-12,822.1311594177677
10625136007405,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Washington Colony Elementary,Washington Colony Elementary,Fresno,130 East Lincoln Avenue,Fresno,CA,No,1,K-8,K-8,814.0654275983538
54720096054167,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Monson-Sultana Elementary,Monson-Sultana Joint Union Elementary,Tulare,10643 Avenue 416,Dinuba,CA,No,1,K-8,K-8,805.7483260538916
20652430116970,Active,No,Traditional,Elementary,Public,Parkwood Elementary,Madera Unified,Madera,1150 East Pecan Avenue,Madera,CA,No,1,K-6,K-6,790.9144611739199
11625966007454,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lake Elementary,Lake Elementary,Glenn,4672 County Road North,Orland,CA,No,1,K-8,K-8,762.0155477529961
20652430110957,Active,No,Traditional,Elementary,Public,Cesar Chavez Elementary,Madera Unified,Madera,2600 East Pecan,Madera,CA,No,1,K-6,K-6,748.8658131836529
40687596043053,Active,No,Traditional,Elementary,Public,Harloe Elementary,Lucia Mar Unified,San Luis Obispo,901 Fair Oaks Avenue,Arroyo Grande,CA,No,1,K-6,K-6,732.5044449902203
10622651033703,Active,No,Continuation School,Elementary - High Combination,Public,Kings Canyon Continuation,Kings Canyon Joint Unified,Fresno,10026 South Crawford Avenue,Dinuba,CA,No,1,9-12,2-12,698.5971993064231
51713656053243,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Browns Elementary,Browns Elementary,Sutter,1248 Pacific Avenue,Rio Oso,CA,No,1,K-8,K-8,692.4396182684084
58727366056659,Active,No,Traditional,Elementary,Public,Cedar Lane Elementary,Marysville Joint Unified,Yuba,841 Cedar Lane,Olivehurst,CA,No,1,K-6,K-6,665.5670212227043
04614320433201,Active,No,Traditional,High School,Public,Durham High,Durham Unified,Butte,9455 Putney Drive,Durham,CA,Yes,3,9-12,9-12,655.7515158429328
04614326003115,Active,No,Traditional,Elementary,Public,Durham Elementary,Durham Unified,Butte,9421 Putney Drive,Durham,CA,Yes,3,K-5,K-5,655.7515158429328
04614326105761,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Durham Intermediate,Durham Unified,Butte,9416 Putney Drive,Durham,CA,Yes,3,6-8,6-8,655.7515158429328
54755316053961,Active,No,Traditional,Elementary,Public,Grand View Elementary,Dinuba Unified,Tulare,39746 Road 64,Dinuba,CA,No,1,K-6,K-6,636.7731101752487
20652436023949,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Dixieland Elementary,Madera Unified,Madera,18440 Road 19,Madera,CA,No,1,K-8,K-8,631.6058740287639
27660350136796,Active,No,Traditional,Elementary,Public,Arroyo Seco Academy,Greenfield Union Elementary,Monterey,1226 Apple Avenue,Greenfield,CA,No,1,K-6,K-6,629.629732881614
10767781038306,Active,No,Traditional,High School,Public,Washington High,Washington Unified,Fresno,6041 South Elm Avenue,Fresno,CA,No,1,9-12,9-12,624.3645105948017
10624140123463,Active,No,Traditional,Elementary,Public,Sequoia Elementary,Sanger Unified,Fresno,1820 South Armstrong Avenue,Fresno,CA,No,1,P-6,K-6,621.6483565271379
27660846026157,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Mission Elementary,Mission Union Elementary,Monterey,36825 Foothill Road,Soledad,CA,No,1,K-8,K-8,617.3183592826513
56726525637814,Active,No,Traditional,High School,Public,Ventura Adult and Continuing Education,Ventura Unified,Ventura,5200 Valentine Road,Ventura,CA,No,1,Adult,12,604.326100439786
54755316107650,Active,No,Traditional,Elementary,Public,Roosevelt Elementary,Dinuba Unified,Tulare,1311 Euclid Avenue,Dinuba,CA,No,1,K-6,K-6,598.3061153828515
10622656006738,Active,No,Traditional,Elementary,Public,Alta Elementary,Kings Canyon Joint Unified,Fresno,21771 East Parlier Avenue,Reedley,CA,No,1,K-5,K-5,590.4407834247139
51713996053276,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Live Oak Middle,Live Oak Unified,Sutter,2082 Pennington Road,Live Oak,CA,No,1,5-8,5-8,587.4550149033097
54720256054183,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Outside Creek Elementary,Outside Creek Elementary,Tulare,26452 Road 164,Visalia,CA,No,1,K-8,K-8,581.2109961329047
50710680132662,Active,Yes,Traditional,Elementary,Public,Denair Elementary Charter Academy,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,576.0640770722384
50710686052500,Active,No,Traditional,Elementary,Public,Denair Elementary,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,576.0640770722384
54718605430095,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High - High Combination,Public,Esperanza High,Cutler-Orosi Joint Unified,Tulare,12724 Avenue 392,Cutler,CA,Yes,2,K-12,8-12,563.0032218078213
54718605430806,Active,No,Continuation School,High School,Public,Lovell High,Cutler-Orosi Joint Unified,Tulare,12724 Avenue 392,Cutler,CA,Yes,2,9-12,11-12,563.0032218078213
16639666010508,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lakeside Elementary,Lakeside Union Elementary,Kings,9100 Jersey Avenue,Hanford,CA,No,1,K-8,K-8,552.0985269748335
54767946108286,Active,No,Traditional,Elementary,Public,Castle Rock Elementary,Woodlake Unified,Tulare,360 North Castle Rock Street,Woodlake,CA,No,1,3-5,3-5,538.1739805074446
27661420132407,Active,No,Traditional,Elementary,Public,Boronda Elementary,Salinas City Elementary,Monterey,1114 Fontes Lane,Salinas,CA,No,1,K-6,K-4,530.3079846901055
42691386119804,Active,No,Traditional,Elementary,Public,Oak Valley Elementary,Buellton Union Elementary,Santa Barbara,595 Second Street,Buellton,CA,No,1,K-5,K-5,529.6052558935872
10621581031954,Active,No,Continuation School,High School,Public,Fowler Academy Continuation,Fowler Unified,Fresno,975 E. Adams Avenue,Fowler,CA,No,1,7-12,11-12,529.5111179323192
50755496052575,Active,No,Traditional,Elementary,Public,Hughson Elementary,Hughson Unified,Stanislaus,7201 East Whitmore Avenue,Hughson,CA,No,1,K-3,K-3,528.0366477350282
39685776042006,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Waverly Elementary,Linden Unified,San Joaquin,3507 Wilmarth Road,Stockton,CA,No,1,K-8,K-8,526.622681206026
39686760100206,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George W. Bush Elementary,Stockton Unified,San Joaquin,5420 Fred Russo Drive,Stockton,CA,No,1,K-8,K-8,499.35020444499366
13631806008593,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,McCabe Elementary,McCabe Union Elementary,Imperial,701 West McCabe Road,El Centro,CA,No,1,K-8,K-8,497.322068888532
11626386007504,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Plaza Elementary,Plaza Elementary,Glenn,7322 County Road 24,Orland,CA,No,1,K-8,K-8,494.2389441553252
50711676052682,Active,No,Traditional,Elementary,Public,Fairview Elementary,Modesto City Elementary,Stanislaus,1937 West Whitmore Avenue,Modesto,CA,No,1,K-6,K-6,482.5882017871963
27738256026421,Active,No,Traditional,Intermediate/Middle/Junior High,Public,North Monterey County Middle,North Monterey County Unified,Monterey,10301 Seymour Street,Castroville,CA,No,1,7-8,7-8,468.8814690493949
10621586006027,Active,No,Traditional,Elementary,Public,Fremont Elementary,Fowler Unified,Fresno,306 East Tuolumne Street,Fowler,CA,No,1,3-5,3-5,459.4972402928247
49753586110993,Active,No,Traditional,Elementary,Public,Mattie Washburn Elementary,Windsor Unified,Sonoma,75 Pleasant Avenue,Santa Rosa,CA,No,1,K-2,K-2,459.2736298289336
